case_id,assumptions,anchor_mode,choke_M,phi_lower_pct,phi_upper_pct,ratio_lower,ratio_upper,ratio_range,p_star_lower,p_star_upper
slope_fixed_anchor,Slope bounds only (fixed midpoint anchor),fixed,inf,4.986866159531446,9.95884719355241,2.46264995532416,4.917949231383885,"[2.46, 4.92]",1.3250000000000002,1.35
plus_anchor_uncertainty,+ Anchor uncertainty (p0 intervals),interval,inf,2.213546469540581,17.717039279350505,1.0931093676743562,8.749155199679224,"[1.09, 8.75]",1.225,1.4500000000000002
plus_choke,+ Choke constraint (M=4),interval,4.0,2.213546469540581,11.624964722515136,1.0931093676743562,5.740723319760536,"[1.09, 5.74]",1.225,1.3250000000000002
