scenario_id,scenario_label,mode,drop_indiana,band,point,status,error,n_states,imputed_states_n,known_states_n,p_lo,p_hi,p_use,station_share_of_48,status_phi_lower_pct,status_phi_upper_pct,status_ratio_lower,status_ratio_upper,status_p_star_lower,status_p_star_upper,status_n_markets_active,status_map_csv,status_map_pdf,status_map_png
known_exact,Only known-gallon states (exact baselines),known_only,False,,,ok,,36,0,36,,,,0.7223839717646535,2.463301251969087,19.70692826895618,1.216445062700784,9.731816429114165,1.225,1.45,67,output/scenario_known_exact_maps/table_state_avg_shadow_map_known_exact.csv,,
