state,abbrev,p0_upper_avg,p0_lower_avg,p0_upper_open,p0_upper_nonopen,p0_lower_open,p0_lower_nonopen,share_open,share_nonopen,rationing
Maine,ME,2.0067566788529496,1.503378339426475,0.6999999999999995,2.6134651368918194,0.8499999999999998,1.8067325684459097,0.31707317073170727,0.6829268292682927,0.6829268292682927
Maryland,MD,1.8161879965202279,1.408093998260114,0.6999999999999996,2.6134651368918194,0.8499999999999999,1.8067325684459097,0.41666666666666663,0.5833333333333334,0.5833333333333334
Massachusetts,MA,2.454009708817501,1.7270048544087504,0.7,2.6134651368918194,0.85,1.8067325684459097,0.08333333333333348,0.9166666666666665,0.9166666666666665
Michigan,MI,1.0804550564580224,1.040227528229011,0.6999999999999996,2.61346513689182,0.8499999999999999,1.80673256844591,0.8011695906432749,0.1988304093567251,0.1988304093567251
Minnesota,MN,0.9126072374324246,0.9563036187162123,0.7000000000000002,2.61346513689182,0.8500000000000001,1.80673256844591,0.8888888888888888,0.1111111111111111,0.1111111111111111
Mississippi,MS,1.02802259489574,1.0140112974478699,0.6999999999999995,2.6134651368918194,0.8499999999999998,1.8067325684459097,0.8285714285714285,0.17142857142857143,0.17142857142857143
Missouri,MO,0.7434878440202686,0.8717439220101343,0.7,2.6134651368918194,0.85,1.8067325684459097,0.9772727272727273,0.022727272727272728,0.022727272727272728
Montana,MT,0.7,0.85,0.7,,0.85,,1.0,0.0,0.0
Nebraska,NE,0.8148079082135085,0.9074039541067542,0.6999999999999993,2.61346513689182,0.8499999999999996,1.80673256844591,0.94,0.06,0.06
Nevada,NV,0.7956732568445906,0.8978366284222954,0.6999999999999996,2.6134651368918194,0.8499999999999999,1.8067325684459097,0.95,0.05,0.05
New Hampshire,NH,2.1974944549588153,1.5987472274794077,0.6999999999999997,2.6134651368918194,0.8499999999999999,1.8067325684459097,0.21739130434782594,0.7826086956521741,0.7826086956521741
New Jersey,NJ,2.307310714989128,1.6536553574945643,0.6999999999999996,2.6134651368918194,0.8499999999999999,1.8067325684459097,0.16000000000000003,0.84,0.84
New Mexico,NM,0.9870197705337729,0.9935098852668864,0.7,2.6134651368918194,0.85,1.8067325684459097,0.85,0.15,0.15
New York,NY,2.007336428932299,1.5036682144661495,0.7,2.6134651368918194,0.85,1.8067325684459097,0.31677018633540366,0.6832298136645963,0.6832298136645963
North Carolina,NC,2.0564940641815244,1.5282470320907624,0.7,2.6134651368918194,0.85,1.8067325684459097,0.29107981220657275,0.7089201877934272,0.7089201877934272
North Dakota,ND,0.7316275229238317,0.8658137614619159,0.7,2.6134651368918194,0.85,1.8067325684459097,0.9834710743801653,0.01652892561983471,0.01652892561983471
Ohio,OH,1.1224533419111804,1.0612266709555902,0.6999999999999995,2.6134651368918194,0.8499999999999998,1.8067325684459097,0.7792207792207793,0.22077922077922074,0.22077922077922074
Oklahoma,OK,1.3100903335017395,1.1550451667508699,0.6999999999999997,2.61346513689182,0.8499999999999999,1.80673256844591,0.681159420289855,0.31884057971014496,0.31884057971014496
Oregon,OR,1.4550893813743502,1.227544690687175,0.6999999999999997,2.6134651368918194,0.8499999999999999,1.8067325684459097,0.6053811659192825,0.3946188340807175,0.3946188340807175
Pennsylvania,PA,1.724108101435058,1.362054050717529,0.6999999999999995,2.6134651368918194,0.8499999999999998,1.8067325684459097,0.46478873239436613,0.5352112676056339,0.5352112676056339
Rhode Island,RI,2.4066040410116227,1.7033020205058114,0.6999999999999995,2.6134651368918194,0.8499999999999998,1.8067325684459097,0.10810810810810811,0.8918918918918919,0.8918918918918919
South Carolina,SC,1.5849776258124666,1.292488812906233,0.6999999999999997,2.6134651368918194,0.8499999999999999,1.8067325684459097,0.5375,0.4625,0.4625
South Dakota,SD,0.8708451015081979,0.935422550754099,0.6999999999999997,2.61346513689182,0.8499999999999999,1.80673256844591,0.9107142857142857,0.08928571428571427,0.08928571428571427
Tennessee,TN,1.4049608399075124,1.2024804199537562,0.6999999999999997,2.61346513689182,0.8499999999999999,1.80673256844591,0.631578947368421,0.3684210526315789,0.3684210526315789
Texas,TX,1.2057885552930605,1.1028942776465303,0.7,2.6134651368918194,0.85,1.8067325684459097,0.7356687898089171,0.2643312101910828,0.2643312101910828
Utah,UT,0.7,0.85,0.7,,0.85,,1.0,0.0,0.0
Vermont,VT,2.3495389111136373,1.6747694555568187,0.6999999999999997,2.6134651368918194,0.8499999999999999,1.8067325684459097,0.13793103448275867,0.8620689655172413,0.8620689655172413
Virginia,VA,1.539581641697431,1.2697908208487156,0.6999999999999997,2.61346513689182,0.8499999999999999,1.80673256844591,0.5612244897959184,0.4387755102040816,0.4387755102040816
Washington,WA,1.5200564872393507,1.2600282436196752,0.6999999999999995,2.6134651368918194,0.8499999999999998,1.8067325684459097,0.5714285714285714,0.42857142857142855,0.42857142857142855
West Virginia,WV,1.564991089279863,1.2824955446399315,0.6999999999999993,2.6134651368918194,0.8499999999999996,1.8067325684459097,0.5479452054794521,0.45205479452054786,0.45205479452054786
Wisconsin,WI,1.2357702383297091,1.1178851191648547,0.6999999999999995,2.6134651368918194,0.8499999999999998,1.8067325684459097,0.72,0.28,0.28
Wyoming,WY,0.6999999999999998,0.8499999999999999,0.6999999999999998,,0.8499999999999999,,1.0,0.0,0.0
