state,abbrev,p0_upper_avg,p0_lower_avg,p0_upper_open,p0_upper_nonopen,p0_lower_open,p0_lower_nonopen,share_open,share_nonopen,rationing
Iowa,IA,0.8556104522665956,0.9278052261332979,0.6999999999999997,2.6062280402657994,0.8499999999999999,1.8031140201328997,0.9183673469387755,0.0816326530612245,0.0816326530612245
Kansas,KS,1.2801563600808954,1.1400781800404478,0.6999999999999997,2.6062280402657994,0.8499999999999999,1.8031140201328997,0.6956521739130435,0.30434782608695654,0.30434782608695654
Kentucky,KY,1.5417110827147686,1.2708555413573843,0.7000000000000002,2.606228040265799,0.8500000000000001,1.8031140201328995,0.5584415584415584,0.4415584415584416,0.4415584415584416
Louisiana,LA,1.046586916411963,1.0232934582059816,0.6999999999999996,2.6062280402657985,0.8499999999999999,1.8031140201328992,0.8181818181818181,0.18181818181818182,0.18181818181818182
Maine,ME,2.001814271401033,1.5009071357005166,0.6999999999999994,2.606228040265799,0.8499999999999996,1.8031140201328995,0.31707317073170727,0.6829268292682927,0.6829268292682927
Maryland,MD,1.8119663568217157,1.4059831784108578,0.6999999999999997,2.6062280402657985,0.8499999999999999,1.8031140201328992,0.41666666666666663,0.5833333333333334,0.5833333333333334
Massachusetts,MA,2.4473757035769816,1.7236878517884908,0.7,2.6062280402657985,0.85,1.8031140201328992,0.08333333333333348,0.9166666666666665,0.9166666666666665
Michigan,MI,1.0790161015733162,1.039508050786658,0.6999999999999995,2.6062280402657994,0.8499999999999998,1.8031140201328997,0.8011695906432749,0.1988304093567251,0.1988304093567251
Minnesota,MN,0.9118031155850885,0.9559015577925443,0.6999999999999998,2.6062280402657985,0.8499999999999999,1.8031140201328992,0.8888888888888888,0.1111111111111111,0.1111111111111111
Mississippi,MS,1.026781949759851,1.0133909748799255,0.6999999999999995,2.6062280402657994,0.8499999999999998,1.8031140201328997,0.8285714285714285,0.17142857142857143,0.17142857142857143
Missouri,MO,0.7433233645514952,0.8716616822757476,0.6999999999999997,2.606228040265799,0.8499999999999999,1.8031140201328995,0.9772727272727273,0.022727272727272728,0.022727272727272728
